
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="",="",="",="",="",="",="",=""

="ATE",="35.6***",="35.4***",="389.4***",="312.3**",="13.3***",="13.7***",="7.68***",="7.63***"
="",="(8.30)",="(8.77)",="(117.6)",="(128.6)",="(2.56)",="(2.70)",="(2.50)",="(2.73)"

="ToT",="139.7**",="158.4**",="704.0",="546.3",="15.4",="19.2",="39.4*",="45.3**"
="",="(67.8)",="(67.5)",="(1085.7)",="(1062.5)",="(20.4)",="(21.2)",="(21.6)",="(22.0)"

="TuT",="23.2***",="19.2**",="351.9***",="281.5**",="13.1***",="13.0***",="3.89",="2.67"
="",="(8.17)",="(8.53)",="(107.9)",="(133.0)",="(2.71)",="(2.87)",="(2.40)",="(2.58)"

="E[Y1]",="-183.5***",="-186.0***",="-1851.0***",="-1813.6***",="43.3***",="42.6***",="-43.5***",="-44.7***"
="",="(5.92)",="(6.05)",="(69.4)",="(86.4)",="(1.95)",="(1.94)",="(1.69)",="(1.78)"

="E[Y0]",="-147.9***",="-150.6***",="-1461.6***",="-1501.3***",="56.6***",="56.3***",="-35.8***",="-37.1***"
="",="(5.82)",="(6.34)",="(94.9)",="(95.2)",="(1.65)",="(1.88)",="(1.84)",="(2.07)"

="ToT-TuT",="116.6",="139.2**",="352.1",="264.8",="2.37",="6.16",="35.5",="42.6*"
="",="(70.9)",="(70.7)",="(1132.7)",="(1126.5)",="(21.6)",="(22.6)",="(22.6)",="(23.0)"

="N",="6304",="4837",="6304",="4837",="6304",="4837",="6304",="4837"
="Control Mean",="-183.5",="-186.0",="-1851.0",="-1813.6",="43.3",="42.6",="-43.5",="-44.7"
="H_0 : ATE-TuT=0",="0.10",="0.048",="0.76",="0.81",="0.91",="0.79",="0.11",="0.061"
="H_0 : ATE-ToT=0",="0.10",="0.051",="0.76",="0.81",="0.91",="0.78",="0.12",="0.067"
="H_0 : ToT-TuT=0",="0.10",="0.050",="0.76",="0.81",="0.91",="0.78",="0.12",="0.065"
="H_0 : ToT-TuT$\geq$ 0",="0.051",="0.025",="0.38",="0.41",="0.46",="0.39",="0.058",="0.033"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
